0.000	-16.5907236	0.0592754929
0.100	-17.7590514	0.222156017
0.200	-13.5677176	0.406987358
0.300	-2.47351821	1.20742891
0.400	14.1454011	1.51859105
0.500	23.2581699	1.67165159
0.600	20.151894	1.53494884
0.700	14.3723968	0.553847351
0.800	9.80689333	0.540183449
0.900	1.87307289	0.311507262
1.000	-6.14982963	0.310856889
