0.000	6.20038398	0.242453177
0.100	-1.26244404	0.242897373
0.200	-10.4670377	0.862563969
0.300	-14.0410001	0.573894292
0.400	-19.3941698	2.09316459
0.500	-21.8511264	1.51855182
0.600	-14.209041	1.34143256
0.700	0.426108047	1.02640371
0.800	13.8781552	0.609234132
0.900	17.8704092	0.211932395
1.000	16.5166909	0.0570616528
